"08 - Cliente Código","09 - Cliente Nome","22 - Escritório de vendas Nome","35 - UF","25 - Segmentação Nome","Vendedor_Desc","Cliente_Cidade","Rua e nº","Bairro","Código postal"
"33351","LUIZ CARLOS ORUE ARZA ME","SP II (Interior)","SP","Pequeno A - 2","Espinosa Palestina Repr Coml Ltda","SOROCABA","AV VICTOR ANDREW 700","ZONA INDUSTRIAL","18086-390"
"159709","ADRIANA PINHEIRO SOUZA CORREA SILVA","SP II (Interior)","SP","Pequeno A - 2","Espinosa Palestina Repr Coml Ltda","SOROCABA","R BONIFACIO DE OLIVEIRA CASS 9","EDEN","18103-100"
"203630","TAIS REGINA BATISTA SOROCABA ME","SP II (Interior)","SP","Pequeno A - 2","Espinosa Palestina Repr Coml Ltda","SOROCABA","R ANTONIO SILVA SALADINO 830","PQ VITORIA REGIA","18078-344"
"91113","MARGARIDA MARIA ZANON ORUE ARZA","SP II (Interior)","SP","Pequeno A - 3","Espinosa Palestina Repr Coml Ltda","SOROCABA","R ROGERIO PEDROSO DE SOUZA 302","EDEN","18103-250"
"263576","BZ MATERIAIS PARA CONSTRUCAO LTDA","SP II (Interior)","SP","Pequeno A - 3","Espinosa Palestina Repr Coml Ltda","SOROCABA","RUA IVAN SANTOS ALBUQUERQUE 22","JARDIM PRESTES DE BARROS","18021-260"
"77044","RAPOSAO CASA E CONSTRUCAO LTDA EPP","SP II (Interior)","SP","Pequeno A - 3","Espinosa Palestina Repr Coml Ltda","SOROCABA","AV DR LUIZ MENDES DE ALMEIDA 1","CERRADO","18051-290"
"114274","BERTIN MAT CONSTR LTDA EPP","SP II (Interior)","SP","Pequeno A - 3","Espinosa Palestina Repr Coml Ltda","SOROCABA","AV DR ARTUR BERNARDES 877","VL GABRIEL","18081-000"
"57706","GARCIA MAT CONSTR LTDA ME","SP II (Interior)","SP","Pequeno A - 3","Espinosa Palestina Repr Coml Ltda","SOROCABA","R GASTAO VIDIGAL 23","VL HARO","18015-350"
"74662","LEVI LOPES SORIANO ME","SP II (Interior)","SP","Pequeno A - 3","Marcus Vinicius Silvestri","SOROCABA","R RAMON LOPES TORRECILIA 58","VL AMATO","18087-318"
"267727","CASA BRANCA MATERIAIS DE CONSTRUCAO","SP II (Interior)","SP","Pequeno B - 1","Espinosa Palestina Repr Coml Ltda","SOROCABA","AV FULVIO CLAUDIO BIAZZI 85","JARDIM SANTA ROSA","18071-440"
"27103","IRMAOS MATIELI LTDA","SP II (Interior)","SP","Pequeno B - 1","Marcus Vinicius Silvestri","SOROCABA","R PE LARA MORAES 71","VL MATIELO","18020-270"
"256611","COS MAT DE CONST EIRELI EPP","Nordeste","BA","Grande - 1","Altus Repres Ltda - Me","SALVADOR","R JOSE INACIO DO AMARAL SN","NORDESTE DE AMARALINA","41905-370"
"217849","FERREIRA COSTA & CIA LTDA","Nordeste","BA","Home Center Regional","Alex Rodrigues Santos","SALVADOR","AV LUIS VIANA 6180","PARALELA","41730-101"
"251339","HOME CENTER BRASIL MAT CONSTR LTDA","Nordeste","BA","Home Center Nacional","Alex Rodrigues Santos","SALVADOR","R MARCOS FREIRE 364","CAMINHO DAS ARVORES","41820-780"
"93383","L M C COM MAT CONSTR ME","Nordeste","BA","Medio A - 1","Luan Eden Ladislau Lima","SALVADOR","R SILVEIRA MARTINS 1026","CABULA","41150-000"
"247926","M M P MATERIAL DE CONSTRUCAO EIRELI","Nordeste","BA","Medio A - 1","Luan Eden Ladislau Lima","SALVADOR","R ALM TAMANDARE 2, D","PARIPE","40800-480"
"160005","M M P MAT CONSTR LTDA ME","Nordeste","BA","Medio A - 1","Luan Eden Ladislau Lima","SALVADOR","R DAS PEDRINHAS 18","PERIPERI","40720-460"
"297044","M J Q S JUNIOR ME","Nordeste","BA","Medio A - 1","Quattro Representacoes Ltda","SALVADOR","R DA VITORIA DA CEASA SN","CEASA","41400-025"
"274041","F3 DISTRIBUIDORA DE MAT CONST LTDA","Nordeste","BA","Medio A - 1","Hf Representacao Ltda","SALVADOR","R TANIA DURAN SN","VALERIA","41300-020"
"118101","CONSTRUPISO MAT CONSTR LTDA","Nordeste","BA","Mega","Alex Rodrigues Santos","SALVADOR","R CAMBORIU SN","IAPI","40330-533"
"197883","FORTEMAX MAT CONSTR LTDA ME","Nordeste","BA","Mega","Luan Eden Ladislau Lima","SALVADOR","R DIRETA DE TANCREDO NEVES 79","TANCREDO NEVES","41205-000"
"77919","CASA POPULAR COM MAT CONSTR LTDA","Nordeste","BA","Mega","Luan Eden Ladislau Lima","SALVADOR","AV CARDEAL AVELAR BRANDAO VILE","MATA ESCURA","41225-170"
"292570","CRISTILENE TEIXEIRA BRAGA SELES ME","Nordeste","BA","Pequeno A - 1","Altus Repres Ltda - Me","SALVADOR","R DES LINEU LAPA BARRETO 193","BOCA DO RIO","41705-100"
"214963","HM COM FERRAG CONEX ESPECIAIS LTDA","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","R BARAO DE COTEGIPE 257, LJ 01","CALCADA","40411-002"
"95878","A & A FERRAG LTDA","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","R BARAO DE COTEGIPE 273/75","MARES","40445-001"
"92937","OLIVEIRA ALBUQUERQUE MAT DE CONSTR","Nordeste","BA","Pequeno A - 1","Altus Repres Ltda - Me","SALVADOR","R JOSE AUGUSTO TOURINHO DANTAS","STELLA MARIS","41603-110"
"219098","DCAMS COML EIRELI ME","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","R NOVO HORIZONTE DA SUSSUARANA","NOVO HORIZONTE","41218-033"
"39676","M G C COM MAT CONSTR LTDA","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","AV MARIO LEAL FERREIRA 67","BONOCO","40000-000"
"211890","ALISSON NEANDRO SILVA LEMOS ME","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","R DJALMA DUTRA 95, LJ 1","MATATU","40255-000"
"134481","PITUBA MAT CONSTR LTDA","Nordeste","BA","Pequeno A - 1","Altus Repres Ltda - Me","SALVADOR","AV PAULO VI 1773","PITUBA","41810-000"
"138753","RMD COM E SERV LTDA ME","Nordeste","BA","Pequeno A - 1","Altus Repres Ltda - Me","SALVADOR","R DA GRACA 17","GRACA","40150-055"
"80464","LC REVESTIMENTOS CERAMICOS LTDA","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","AV AFRANIO PEIXOTO 15","PARIPE","40800-570"
"83419","M DAIANE COML LTDA","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","R RITA NUNES 1","URUGUAI","40450-360"
"273211","MADEIREIRA BELMAD COM DE MADEIRAS E","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","AV GENERAL S MARTIN 230","FAZENDA GRANDE DO RETIRO","40355-015"
"241286","PARANA COM VAREJ DE FERRAG MAT","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","R DUARTE DA COSTA 190, TERREO","JD CRUZEIRO","40430-530"
"246014","POPULAR COM VAREJISTA DE MAT PARA","Nordeste","BA","Pequeno A - 1","Altus Repres Ltda - Me","SALVADOR","R BELA VISTA 03","ALTO DO COQUEIRINHO","41615-000"
"135985","GUTEMBERG CAVALCANTE FALCK","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","R NOVA 17","PERIPERI","40720-440"
"245289","VICTOR DA SILVA FALCAO ME","Nordeste","BA","Pequeno A - 1","Altus Repres Ltda - Me","SALVADOR","R HELIO MACHADO 287","BOCA DO RIO","41710-200"
"93714","MIL PISOS CONEXOES LTDA","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","R DA MATRIZ 31","VALERIA","41300-600"
"123840","SOUSA SOUSA MAT CONSTR LTDA","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","AV AFRANIO PEIXOTO 1153","LOBATO","40470-630"
"178420","MARIA PIEDADE VASQUES MARINHO ME","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","AV EDGARD SANTOS 1801, E LJ 01","SABOEIRO","41180-790"
"108844","COML MASSARANDUBA LTDA","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","R SANTOS TITARA 151","MASSARANDUBA","40435-480"
"91844","ALINE MAT CONSTR E FERRAG LTDA","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","TV JEQUITIBA 12","URUGUAI","40450-480"
"129612","LUIZA CARLA BRANDAO S DOS SANTOS","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","R CAPITAO EUGENIO 52","RIBEIRA","40421-650"
"238435","MUNDIAL NOVO MAT CONSTR EIRELI ME","Nordeste","BA","Pequeno A - 1","Altus Repres Ltda - Me","SALVADOR","R SERGIO DE CARVALHO 855","FEDERACAO","40230-680"
"52385","P E G MATERIAIS DE CONSTRUCAO LTDA","Nordeste","BA","Pequeno A - 1","Altus Repres Ltda - Me","SALVADOR","R ALM ALVES CAMARA 159","ENGENHO VELHO DE BROTAS","40240-420"
"174394","C S COML SANTANA LTDA ME","Nordeste","BA","Pequeno A - 1","Altus Repres Ltda - Me","SALVADOR","AV PRES COSTA E SILVA 4","TORORO","40050-115"
"104165","ARIZONA MAT CONSTR LTDA","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","ESTR DE CAMPINAS 444","SAO CAETANO","40391-161"
"233893","CLAUDEMI DE OLIVEIRA BASTOS EIRELI","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","R OITO DE NOVEMBRO 58","PIRAJA","41290-200"
"201178","MARCOS SANTIAGO DOS SANTOS MAT","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","R CAPITAO EUGENIO 12","RIBEIRA","40421-650"
"177787","L L COM MAT CONSTR LTDA ME","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","R ALBINO FERNANDES 100","SUSSUARANA","41215-770"
"250523","INCOMPRE CONSTR E COM DE MAT CONSTR","Nordeste","BA","Pequeno A - 1","Luan Eden Ladislau Lima","SALVADOR","2 TRAVESSA DOMINGOS RABEL 131,","RIBEIRA","40421-700"
"212067","CARMELITO DA SILVA ME","Nordeste","BA","Pequeno A - 1","Romeo Marinho Neves","SALVADOR","AV ULYSSES GUIMARAES 4554, SL","SUSSUARANA","41213-000"
"114109","J DA SILVA ANDRADE","Nordeste","BA","Pequeno A - 1","Romeo Marinho Neves","SALVADOR","R DIRETA DA ENGOMADEIRA 200","ENGOMADEIRA","41200-050"
"26701","DEP MAT CONSTR NICHELE LTDA","Sul ","PR","Home Center Regional","Jose Luiz Ferreira Lima","CURITIBA","R FRANCISCO DEROSSO 3680","XAXIM","81720-000"
"16772","BALAROTI COM MAT CONSTR SA","Sul ","PR","Home Center Regional","Jose Luiz Ferreira Lima","CURITIBA","AV VISC DE GUARAPUAVA 2231","CENTRO","80060-060"
"47001","LEROY MERLIN CIA BRASILEIRA BRICOLA","Sul ","PR","Home Center Nacional","Jose Luiz Ferreira Lima","CURITIBA","AV PRESIDENTE WENCESLAU BRAS 8","PAROLIN","81030-030"
"11746","ORVILO MORESCHI MAT CONSTR LTDA","Sul ","PR","Medio A - 1","Caua Repres Comercial Eireli -Me","CURITIBA","R DOS PIONEIROS 705","SITIO CERCADO","81900-010"
"21590","ATENAS MAT CONSTR LTDA","Sul ","PR","Medio A - 2","Gabriela  Zalamena","CURITIBA","AV PARANA 2025","BOA VISTA","82510-000"
"44403","DEP MAT CONSTR IRMAOS ALMEIDA LTDA","Sul ","PR","Medio B - 1","N Teles Repr Com Ltda","CURITIBA","R EPAMINONDAS SANTOS 1034","ALTO","82840-150"
"31974","MAFREI MAT CONSTR LTDA","Sul ","PR","Mega","Gabriela  Zalamena","CURITIBA","R RAUL POMPEIA 301","FAZENDINHA","81240-000"
"37527","MILANI RATUSZNEI & CIA LTDA","Sul ","PR","Mega","Gabriela  Zalamena","CURITIBA","AV SEN SALGADO FILHO 3725","UBERABA","81570-000"
"134830","PISO & PEDRA COM PEDRAS DEC LTDA","Sul ","PR","Pequeno A - 1","Caua Repres Comercial Eireli -Me","CURITIBA","AV MAL FLORIANO PEIXOTO 8787","BOQUEIRAO","82500-000"
"41139","BINOTI COM MAT CONSTR LTDA ME","Sul ","PR","Pequeno A - 1","Caua Repres Comercial Eireli -Me","CURITIBA","R CARLOS P GUIMARAES 548","SITIO CERCADO","81925-450"
"163834","PIVA PIVA COM MAT CONTR LTDA","Sul ","PR","Pequeno A - 1","Caua Repres Comercial Eireli -Me","CURITIBA","R CID MARCONDES DE ALBUQUERQUE","PINHEIRINHO","81825-080"
"36644","REDELF MAT CONSTR LTDA","Sul ","PR","Pequeno A - 1","Caua Repres Comercial Eireli -Me","CURITIBA","R DES LUIS A P DE C ALBUQUERQU","TATUQUARA","81480-470"
"252620","PEREIRA DA SILVA MAT D CONSTRUCAO","Sul ","PR","Pequeno A - 1","Gabriela  Zalamena","CURITIBA","R LUIZ FRANCA 994","CAJURU","82900-250"
"20278","EMILIO EVANGELISTA","Sul ","PR","Pequeno A - 1","Caua Repres Comercial Eireli -Me","CURITIBA","R ENG JOAO BLEY FILHO 1212","PINHEIRINHO","81870-370"
"94437","ITAMAR SOUZA & CIA LTDA","Sul ","PR","Pequeno A - 1","Caua Repres Comercial Eireli -Me","CURITIBA","AV ESTADOS 750","AGUA VERDE","80610-040"
"88562","OFICINAS MAT CONSTR LTDA","Sul ","PR","Pequeno A - 1","Gabriela  Zalamena","CURITIBA","R RORAIMA 976","CAJURU","82930-000"
"39855","MAT CONSTR AMARUTUF LTDA ME","Sul ","PR","Pequeno A - 1","Caua Repres Comercial Eireli -Me","CURITIBA","R ANTONIO AUGUSTO DE BRITO 65","UMBARA","81930-605"
"23822","MAOSKI & MAOSKI LTDA","Sul ","PR","Pequeno A - 1","Caua Repres Comercial Eireli -Me","CURITIBA","R MAL FLORIANO PEIXOTO 9135","BOQUEIRAO","81730-000"
"27082","M A FIORUCCI & CIA LTDA","Sul ","PR","Pequeno A - 1","Caua Repres Comercial Eireli -Me","CURITIBA","R ANNE FRANK 3944","BOQUEIRAO","81650-010"
"227385","JOEL ESKO DA CRUZ ME","Sul ","PR","Pequeno A - 1","Caua Repres Comercial Eireli -Me","CURITIBA","R EDUARDO PINTO DA ROCHA 4820","UMBARA","81930-350"
"86724","COM MAT CONSTR  RIO BONITO LTDA   M","Sul ","PR","Pequeno A - 1","Caua Repres Comercial Eireli -Me","CURITIBA","R EMANOEL ERNESTO BERTOLDI 159","CAMPO DE SANTANA","81490-532"
"135391","MARIA LIDIA MAGALHAES MAT CONSTR","Sul ","PR","Pequeno A - 1","Caua Repres Comercial Eireli -Me","CURITIBA","R DIOGO MUGIATTI 1821","BOQUEIRAO","81750-440"
"256814","CAMPAGNARO MATERIAIS DE CONSTRUCAO","Sul ","PR","Pequeno A - 1","Caua Repres Comercial Eireli -Me","CURITIBA","R RAUL POITEVIN 22","ALTO BOQUEIRAO","81770-210"
"48131","P W COML HIDR LTDA","Sul ","PR","Pequeno A - 1","Gabriela  Zalamena","CURITIBA","R PROF NILO BRANDAO 131","SAO LOURENCO","82210-050"
"286142","RECANTO DO LAR MATERIAIS DE CONSTR","Sul ","PR","Pequeno A - 1","Gabriela  Zalamena","CURITIBA","RUA SAO SALVADOR 168","PILARZINHO","82120-520"
"134828","KURTEN & KURTEN LTDA","Sul ","PR","Pequeno A - 1","Gabriela  Zalamena","CURITIBA","R FRANCISCO DEROSSO 320","XAXIM","81710-000"
"29847","DORIGO MAT CONSTR LTDA","Sul ","PR","Pequeno A - 1","Caua Repres Comercial Eireli -Me","CURITIBA","AV REPUBLICA ARGENTINA 1674","PORTAO","80620-010"
"36679","BRONOVSKI & SOUZA LTDA","Sul ","PR","Pequeno A - 1","Caua Repres Comercial Eireli -Me","CURITIBA","R NICOLA PELLANDA 2426","UMBARA","81940-000"
"261390","RECANTO DO LAR MATERIAIS DE CONSTR","Sul ","PR","Pequeno A - 1","Gabriela  Zalamena","CURITIBA","R AMAURY LANGE SILVERIO 928","PILARZINHO","82120-000"
"18722","A A MENEGUSSO & CIA LTDA","Sul ","PR","Pequeno A - 2","Gabriela  Zalamena","CURITIBA","R EDSON CAMPOS MATESICH 351","SANTA FELICIDADE","82410-370"
"28461","ZZAT MAT CONSTR LTDA","Sul ","PR","Pequeno A - 2","Gabriela  Zalamena","CURITIBA","R FRANCISCO NUNES 680","REBOUCAS","80215-000"
"60452","CURITIBA MAT CONSTR LTDA","Sul ","PR","Pequeno A - 2","Caua Repres Comercial Eireli -Me","CURITIBA","R DR HELENO DA SILVEIRA 415","BOQUEIRAO","81750-340"
"22559","LECHELIN MAT CONSTR LTDA ME","Sul ","PR","Pequeno A - 2","Caua Repres Comercial Eireli -Me","CURITIBA","R ODIR GOMES DA ROCHA 691","TATUQUARA","81470-400"
"217218","TRANS BUACHACK LTDA","Sul ","PR","Pequeno A - 2","Caua Repres Comercial Eireli -Me","CURITIBA","R DESEMB CID CAMPELO 5590","CIC","81250-510"
"36209","WARELLA COM MAT CONSTR LTDA","Sul ","PR","Pequeno A - 2","Gabriela  Zalamena","CURITIBA","R FAGUNDES VARELLA 1239","JD SOCIAL","82520-040"
"91261","MARIA ELIZA DE OLIVEIRA FAVERO","Sul ","PR","Pequeno A - 2","Caua Repres Comercial Eireli -Me","CURITIBA","R IZAAC FERREIRA DA CRUZ 1815","PINHEIRINHO","81870-000"
"15421","J PERIN COM MAT CONSTR LTDA ME","Sul ","PR","Pequeno A - 2","Gabriela  Zalamena","CURITIBA","R VICENTE GENEROSSO 939","BOA VISTA","82560-270"
"207433","GOLD CASA LTDA ME","Norte","AP","Medio A - 1","R Castro De Aragao Ltda - Epp","MACAPA","R CICERO MARQUES DE SOUZA 3014","NOVO HORIZONTE","68909-803"
"283695","EDCONSTRUIR MATERIAIS DE CONSTRUCAO","Norte","AP","Pequeno A - 2","Imagem Repres E Com Ltda - Me","MACAPA","R CARMELITA LOBO SIQUEIRA 3010","FAZENDINHA","68911-032"
"180709","R ARAUJO DE OLIVEIRA ME","Norte","AP","Pequeno A - 2","Imagem Repres E Com Ltda - Me","MACAPA","R CICERO MARQUES DE SOUZA 2405","NOVO HORIZONTE","68909-803"
"209601","F GUIMARAES DA SILVA ME","Norte","AP","Pequeno A - 2","R Castro De Aragao Ltda - Epp","MACAPA","AV DECIMA QUINTA 1836","MARABAIXO","68909-853"
"139385","V PANTOJA & CIA LTDA ME","Norte","AP","Pequeno A - 2","R Castro De Aragao Ltda - Epp","MACAPA","AV OSCAR SANTOS 367","PERPETUO SOCORRO","68905-624"
"82367","J P MAT CONSTR LTDA","Norte","AP","Grande - 2","Imagem Repres E Com Ltda - Me","MACAPA","R MATO GROSSO 1011","PACOVAL","68908-350"
"132141","TROPICAL MAT CONSTR LTDA","Norte","AP","Home Center Regional","Maiza Kelly Costa De Oliveira","MACAPA","AV 13 DE SETEMBRO 1388","BURITIZAL","68902-070"
"57749","DEMAG MAT CONSTR LTDA","Norte","PA","Grande - 1","A B Oliveira & Alves Ltda","MARABA","FILHA 21 QD 10 LT 12 SN","NOVA MARABA","68505-240"
"112558","F M GUINHAZI & CIA LTDA","Norte","PA","Grande - 1","A B Oliveira & Alves Ltda","MARABA","AV BOA ESPERANCA QD 27 LT 03 A","LARANJEIRAS","68501-170"
"140159","ITACAIUNAS COM MAT CONSTR LTDA","Norte","PA","Medio B - 1","A B Oliveira & Alves Ltda","MARABA","ROD TRANSAMAZONICA LT 42 SN","CIDADE NOVA","68502-700"
"130446","DUTRA & MEZZAROBA LTDA","Norte","PA","Mega","D' Sousa Representacoes Comerciais","MARABA","R PEDRO FONTINELLI 102","CIDADE NOVA","68501-550"
"224114","DUTRA & MEZZAROBA LTDA","Norte","PA","Mega","D' Sousa Representacoes Comerciais","MARABA","QD TRES FOLHA 20 SN, QD3 LT18A","NOVA MARABA","68505-040"
"266225","M J F L CARVALHO COM DE MAT ELETR","Norte","PA","Pequeno A - 1","A B Oliveira & Alves Ltda","MARABA","QUADRA DEZ SN, LTB34","NOVA MARABA","68505-240"
"169357","OLIVEIRA E DANTAS COM MAT CONSTR","Norte","PA","Pequeno A - 2","A B Oliveira & Alves Ltda","MARABA","AV MANAUS 422, QD 47","BELO HORIZONTE","68503-700"
"297655","ITAPUAN MATERIAIS PARA CONSTRUCAO L","Norte","PA","Pequeno B - 1","A B Oliveira & Alves Ltda","MARABA","ROD BR 230 S/N","AMAPA","68502-700"
"202073","KELLION S SILVA MAT CONSTR LTDA","Norte","PA","Pequeno B - 1","A B Oliveira & Alves Ltda","MARABA","AV BOA ESPERANCA SN, QD 153","LARANJEIRA","68501-170"
"84476","ASSOCIACAO LOJISTAS MAT CONSTR G10","Sul ","PR","Grande - 2","Maikon Roberto Solcia","LONDRINA","R SEIMU OGUIDO 389","ALPES","86075-140"
"63153","TODIMO MAT CONSTR SA","Sul ","PR","Home Center Regional","W.A.R. Representacoes Com. Ltda","LONDRINA","AV FERNANDO CERQUEIRA CESAR CO","CIDADELA","86072-110"
"40639","DEP SAO MARCOS MAT CONSTR LTDA","Sul ","PR","Medio A - 2","Maikon Roberto Solcia","LONDRINA","R FORTALEZA 235, A 271","AGARI","86020-190"
"30143","DEP ROMA MAT CONSTR LTDA EPP","Sul ","PR","Medio A - 2","Maikon Roberto Solcia","LONDRINA","R SAO SALVADOR 1414","CENTRO","86026-480"
"86352","SAINT GOBAIN DISTR BRASIL LTDA","Sul ","PR","Home Center Nacional","Maicon Tozzi De Oliveira","LONDRINA","AV SAUL ELKIND SN","CONJ SILO 3","86086-000"
"294853","SANTOS & SANTOS COMERCIO ARTIGOS","Sul ","PR","Pequeno A - 1","Maikon Roberto Solcia","LONDRINA","RUA SOITI TARUMA 625","COLUMBIA","86057-090"
"143251","MARQBAZA MAT CONSTR LTDA","Sul ","PR","Pequeno A - 1","Maikon Roberto Solcia","LONDRINA","AV DA MARATONA 480","JD OLIMPICO","86056-270"
"24598","LOCASA COM MAT CONSTR LTDA","Sul ","PR","Pequeno A - 1","Maikon Roberto Solcia","LONDRINA","R RUY VIRMOND CARNASCIALLI 742","JARDIM LEONOR","86071-040"
"259972","CASADEL COMERCIAL LTDA ME","Sul ","PR","Pequeno A - 1","Maikon Roberto Solcia","LONDRINA","AV HARRY PROCHET 1270","JARDIM SAO JORGE","86047-040"
"244009","ELIEL DA CRUZ PISOS EPP","Sul ","PR","Pequeno A - 2","Maikon Roberto Solcia","LONDRINA","rua flamengo 470","Waldemar Hauer","86030-270"
"30620","CASALAR COM MAT CONSTR LTDA","Sul ","PR","Pequeno A - 2","Maikon Roberto Solcia","LONDRINA","AV TIRADENTES 929","JD SHANGRILA","86070-000"
"208409","TINTAS E MAT PARA CONSTR PARAISO","Sul ","PR","Pequeno A - 2","Maikon Roberto Solcia","LONDRINA","AV JAMIL SCAFF 1733","JD DO LESTE CJ HABIT ALEX","86037-000"
"224966","SANTA MARIA COM MAT CONSTR LTDA ME","Sul ","PR","Pequeno A - 2","Maikon Roberto Solcia","LONDRINA","R LOURENCO DA VEIGA 158","SABARA I","86066-130"
"35511","ED SILVA COMERCIO DE MATERIAIS DE","Sul ","PR","Pequeno A - 3","Maikon Roberto Solcia","LONDRINA","AVENIDA JAMIL SCAFF 850","JARDIM ABUSSAFE II","86037-000"
"73718","S FULCHINI MAT CONSTR","Sul ","PR","Pequeno A - 3","Maikon Roberto Solcia","LONDRINA","AV FRANCISCO GABRIEL ARRUDA 53","JD DOS ESTADOS","86081-000"
"250428","I DE PODESTA ORTEGA PISOS ME","Sul ","PR","Pequeno A - 3","Maikon Roberto Solcia","LONDRINA","AV TIRADENTES 901","CENTRO","86070-545"
"80002","IZABEL CRISTINA PALUDETTO PARRALEGO","Sul ","PR","Pequeno A - 3","Maikon Roberto Solcia","LONDRINA","AV DAS MARITACAS 1715","CJ LINDOIA","86031-070"
"56031","G B EVANGELISTA & EVANGELISTA LTDA","Sul ","PR","Pequeno A - 3","Maikon Roberto Solcia","LONDRINA","R PEDRO BOTELHO DE REZENDE 116","JD BURLE MARX","86047-780"
"56471","S H FERNANDES & CIA LTDA","Sul ","PR","Pequeno A - 3","Maikon Roberto Solcia","LONDRINA","R MITOMU SIMAMURA 416","JD PIAZENTIN","86043-030"
"292749","MS COM DE MAT PARA CONST LTDA ME","Sul ","PR","Pequeno B - 1","Maikon Roberto Solcia","LONDRINA","R ITAJAI 375","TIETE","86025-450"
"17920","PRINCIPE DO CAL MAT CONSTR LTDA","Sul ","PR","Pequeno B - 1","Maikon Roberto Solcia","LONDRINA","AV INGLATERRA 111","JD IGAPO","86046-430"
"27866","GIMACOL GIACOMIM MAT CONSTR LTDA","SE - SP","ES","Grande - 1","Rampazzo Representacoes Ltda","VITORIA","AV FERNANDO FERRARI 2999","JABOUR","29072-260"
"267766","LEROY MERLIN COMPANHIA BRASILEIRA","SE - SP","ES","Home Center Nacional","Hygo Francis Callegari","VITORIA","AV FERNANDO FERRARI 3800","AEROPORTO","29075-920"
"38036","FORNEC DALLA BERNARDINA LTDA","SE - SP","ES","Medio A - 1","Hygo Francis Callegari","VITORIA","AV NSA SRA DA PENHA 2583","BOMBA","29045-403"
"50647","PAPA TUDO MAT CONSTR LTDA ME","SE - SP","ES","Medio B - 1","Rampazzo Representacoes Ltda","VITORIA","ROD SERAFIM DERENZE 10141","JOANA DARC","29048-041"
"42131","BOINA MAT CONSTR LTDA ME","SE - SP","ES","Mega","Hygo Francis Callegari","VITORIA","ROD SERAFIM DERENZI 4851, LJ 1","SAO JOSE","29030-848"
"21407","L COLODETTI MAT CONSTR LTDA ME","SE - SP","ES","Pequeno A - 1","Rampazzo Representacoes Ltda","VITORIA","R DES GILSON MENDONCA 1235","GURIGICA","29045-520"
"147197","ARIANN COM MAT CONSTR LTDA","SE - SP","ES","Pequeno A - 1","Rampazzo Representacoes Ltda","VITORIA","R CONSTANTE SODRE 1433, LOJA 0","BARRO VERMELHO","29057-545"
"12590","MARIANA MAT CONSTR LTDA","SE - SP","ES","Pequeno A - 1","Rampazzo Representacoes Ltda","VITORIA","R MESTRE ANGELO 42","STA MARTA","29046-519"
"35571","CONSTRUFACIL COM MAT CONSTR LTDA ME","SE - SP","ES","Pequeno A - 1","Rampazzo Representacoes Ltda","VITORIA","R ANTONIO NOBRE FILHO 314","JABOUR","29072-090"
"115608","LUIZ GUALTER DE MELLO ME","SE - SP","ES","Pequeno A - 1","Rampazzo Representacoes Ltda","VITORIA","RUA RUBENS BLEY ENG 81, 81","ITARARE","29047-545"
"225874","PISOPEL LTDA ME","SE - SP","ES","Pequeno A - 1","Rampazzo Representacoes Ltda","VITORIA","AV LEITAO DA SILVA 765, LJ 04","GURIGICA","29046-010"
"105663","FAELIS MAT CONSTR LTDA","SE - SP","ES","Pequeno A - 1","Rampazzo Representacoes Ltda","VITORIA","R OSWALDO ARANHA 218","STA MARTHA","29046-532"
"25922","MACOVIT COML LTDA ME","SE - SP","ES","Pequeno A - 1","Rampazzo Representacoes Ltda","VITORIA","R DR ANTONIO BASILIO 680, LJ 3","JD DA PENHA","29060-390"
"165724","ELETROTINTAS COMERCIAL LTDA","SE - SP","ES","Pequeno A - 2","Hygo Francis Callegari","VITORIA","AV LEITAO DA SILVA 1451 - LJ","GURIGICA","29046-601"
"16182","MUNDIAL MAT CONSTR LTDA","SE - SP","ES","Pequeno A - 2","Rampazzo Representacoes Ltda","VITORIA","AV LEITAO DA SILVA 1123, LJ 01","GURIGICA","29045-201"
