"08 - Cliente Código","09 - Cliente Nome","22 - Escritório de vendas Nome","35 - UF","25 - Segmentação Nome","Vendedor_Desc","Cliente_Cidade","Rua e nº","Bairro","Código postal"
"25397","COML JEPEL LTDA","SE - SP","ES","Pequeno A - 3","Hygo Francis Callegari","VITORIA","R CARLOS ROMERO MARANGONE 332","JD CAMBURI","29090-620"
"72985","BESSA BESSA MAT CONSTR LTDA ME","SE - SP","ES","Pequeno A - 3","Hygo Francis Callegari","VITORIA","R DONA MARIA ROSA  LJ 03 425","ANDORINHAS","29045-110"
"23978","BESSA MAT CONSTR LTDA EPP","SE - SP","ES","Pequeno A - 3","Hygo Francis Callegari","VITORIA","ROD SERAFIM DERENZI 5583","REDENCAO","29030-002"
"149385","LIMACON MAT DE CONSTR LTDA ME","SE - SP","ES","Pequeno B - 1","Hygo Francis Callegari","VITORIA","R JOSE MOTTA FRAGA 239","SAO CRISTOVAO","29048-470"
"43301","ANDORINHAS MAT CONSTR LTDA EPP","SE - SP","ES","Pequeno B - 2","Rampazzo Representacoes Ltda","VITORIA","R EMILIO FERREIRA DA S 493, LO","STA MARTHA","29046-570"
"82096","DEBRAM MAT CONSTR EIRELI EPP","SE - SP","ES","Mega","Hygo Francis Callegari","VITORIA","R ADERBAL ATHAYDE GUIMARAES 12","SANTO ANTONIO","29026-260"
"22884","TAVINHO MAT CONSTR LTDA","SE - SP","ES","Mega","Hygo Francis Callegari","VITORIA","R ADERBAL ATHAYDE GUIMARAES 64","STO ANTONIO","29026-260"
"66386","CONSTRUSHOP CACARI MAT CONSTR LTDA","Norte","RR","Grande - 1","Pereira Da Silva E Cia Ltda","BOA VISTA","R DA BACABEIRA 224","CACARI","69307-717"
"269678","P T NASCIMENTO EIRELI ME","Norte","RR","Medio A - 1","Pereira Da Silva E Cia Ltda","BOA VISTA","R DA PISCICULTURA ANEXO 596","PSICULTURA","69314-002"
"149917","A P C BARROS IMPORTACAO E EXPORT","Norte","RR","Mega","Pereira Da Silva E Cia Ltda","BOA VISTA","AV GAL ATAIDE TEIVE 5858","SANTA TEREZA","69314-144"
"74446","TINROL TINTAS RORAIMA LTDA","Norte","RR","Pequeno A - 1","Pereira Da Silva E Cia Ltda","BOA VISTA","AV MAJOR WILLIAMS 1497","CENTRO","69301-110"
"209259","CONSTRUDECOR SA","Home Center","SP","Home Center Nacional","Rogerio Moreira De Godoy","SAO JOSE DOS CAMPOS","ROD PRESIDENTE DUTRA SN, KM 15","JD DAS INDUSTRIAS","12240-420"
"63232","SAINT GOBAIN DISTRIBUICAO BRASIL LT","Home Center","SP","Home Center Nacional","Celso Ricardo Amorim De Sousa","SAO JOSE DOS CAMPOS","AV CASSIANO RICARDO 2183","JARDIM ALVORADA","12240-540"
"42170","JOSMAR MAT CONSTR LTDA","SP II (Interior)","SP","Medio A - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","AV ANDROMEDA 2999","BSQ DOS EUCALIPTOS","12233-001"
"206503","JOSMAR MAT CONSTR LTDA","SP II (Interior)","SP","Medio A - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","AV ANDROMEDA 2999","BSQ DOS EUCALIPTOS","12233-001"
"266902","ROSANA MARIA ALVARENGA AGUIAR RAMOS","SP II (Interior)","SP","Medio B - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","AV SHISHIMA HIFUMI 1910","URBANOVA","12244-000"
"36019","C & C CASA E CONSTR LTDA","Home Center","SP","Home Center Nacional","Luiz Alberto Balerio","SAO JOSE DOS CAMPOS","AV ANDROMEDA 227, LJ 201","JD SATELITE","12230-000"
"163578","CELSO LUIZ SILVA MAT CONSTR ME","SP II (Interior)","SP","Pequeno A - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","AV PROF SEBASTIAO P TOLEDO PON","VL INDUSTRIAL","12220-380"
"170202","SANDRA REGINA FERNANDES SENA ROCHA","SP II (Interior)","SP","Pequeno A - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","AV CECILIA LUCIO DE ALMEIDA MO","JD NOVA REPUBLICA","12234-874"
"171182","DEP MAT CONSTR RAMOS ARAUJO LTDA","SP II (Interior)","SP","Pequeno A - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","ESTR CAPITINGAL 67","BOSQUE DOS IPES","12236-840"
"169941","EDER COSTA COELHO ME","SP II (Interior)","SP","Pequeno A - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","R AUDEMO VENEZIANI 328","ALTO DA PONTE","12212-610"
"169149","DEP MAT CONSTR PAZOTTO LTDA ME","SP II (Interior)","SP","Pequeno A - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","AV EUGENIA DA SILVA 131","JD REPUBLICA","12234-825"
"192737","PERSEU HIDR ELETR E FERRAG LTDA ME","SP II (Interior)","SP","Pequeno A - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","AV PERSEU 157","JD SATELITE","12230-470"
"21790","GIDEONE DE JESUS FELICIANO ME","SP II (Interior)","SP","Pequeno A - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","R QUINZE DE JULHO 523","JD CEREJEIRAS","12225-570"
"14414","DEP MAT CONSTR AVENIDA SJC LTDA ME","SP II (Interior)","SP","Pequeno A - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","R FAUZE DIMAS L GONCALVES 767","STA INES I","12248-460"
"184753","FERRAGENS MATTEDI LTDA ME","SP II (Interior)","SP","Pequeno A - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","AV OCTAVIA PORTO RODRIGUE 255,","RESIDENCIAL GALO BRANCO","12247-600"
"125461","RODRIGUES & CUNHA MAT CONSTR LTDA","SP II (Interior)","SP","Pequeno A - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","AV DURVALINA SILVA AGUIAR 109","JD SANTA INES 1","12248-210"
"108441","JESSIJE MAT CONSTR LTDA ME","SP II (Interior)","SP","Pequeno A - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","AV CIDDE JARDIM 6081","BOSQUE DOS EUCALIPTOS","12233-002"
"218183","ALVES E CUNHA ESCRIT DE APOIO ADM","SP II (Interior)","SP","Pequeno A - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","R FAUZE DIMAS LUMUMBA GONCALVE","JD STA INES I","12248-460"
"168163","L C COSTA & D H COSTA LTDA ME","SP II (Interior)","SP","Pequeno A - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","ROD MONTEIRO LOBATO 4242","BIQUIRINHA","12213-840"
"143182","JOAO BATISTA GRACIANO S J CAMPOS","SP II (Interior)","SP","Pequeno A - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","R XV DE NOVEMBRO 486","SAO FRANCISCO XAVIER","12247-210"
"36080","DEP UNIVERSAL LTDA EPP","SP II (Interior)","SP","Pequeno A - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","R GRAVATAI 201","JD SATELETI","12230-340"
"102760","ANTONIO H COELHO MAT ME","SP II (Interior)","SP","Pequeno A - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","AV PICO DAS AGULHAS NEGRAS 10","JD ALTOS DE SANTANA","12214-000"
"168988","MARCOS DE MARQUE ME","SP II (Interior)","SP","Pequeno A - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","AV ELISIO GOLDINO SOBRINHO 375","CIDADE MORUMBI","12236-740"
"219208","T C P INSTALACOES EIRELI EPP","SP II (Interior)","SP","Pequeno A - 1","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","R AUGUSTO ANTONIO DE MAGALHAES","JD SANTA INES I","12248-250"
"92266","M G MOREIRA CONSTR ME","SP II (Interior)","SP","Pequeno A - 2","J H De Oliveira Repres","SAO JOSE DOS CAMPOS","AV DURVALINA SILVA AGUIAR 350","SANTA INESI","12248-190"
"121631","CASTELLI MAT CONSTR LTDA EPP","Centro Oeste","MT","Medio A - 1","Auxiliadora Repres Ltda Me","CUIABA","AV ARQUIMEDES PEREIR 08, Q 02","SANTA CRUZ","78068-305"
"194652","REBOUCAS CONST E ACAB LTDA","Centro Oeste","MT","Mega","Auxiliadora Repres Ltda Me","CUIABA","AV FERNANDO CORREA DA COSTA 72","SAO JOSE","78080-535"
"218747","SO PISO COM MAT CONSTR LTDA","Centro Oeste","MT","Grande - 2","Auxiliadora Repres Ltda Me","CUIABA","AV MANOEL JOSE DE ARRUDA 4152","DOM AQUINO","78015-000"
"94611","TODIMO MAT CONSTR SA","Centro Oeste","MT","Home Center Regional","Auxiliadora Repres Ltda Me","CUIABA","ROD PALMIRO PAES DE BARROS 290","COXIPO","78095-000"
"245685","E ORCHEL ME","Centro Oeste","MT","Pequeno A - 1","Thiago Silva Costa","CUIABA","ROD ARQO HELDER CANDIA SN","RIBEIRAO DO LIPA","78048-150"
"110801","VITORIA MAT CONSTR LTDA EPP","Centro Oeste","MT","Pequeno A - 1","Thiago Silva Costa","CUIABA","AV 30 13","NOVA ESPERANCA III","78098-000"
"15921","L M COM MAT CONSTR LTDA","Centro Oeste","MT","Pequeno A - 1","Auxiliadora Repres Ltda Me","CUIABA","AV CARMINDO DE CAMPOS 2366","JD PETROPOLIS","78065-800"
"38285","MANEULIN COM MAT CONSTR LTDA","Centro Oeste","MT","Pequeno A - 1","Thiago Silva Costa","CUIABA","R DEP MILTON FIQUEIREDO 720","MARADA DOOURO","78055-150"
"50532","AMARILDO ALVES DE MENDONCA","Centro Oeste","MT","Pequeno A - 1","Mario Da Silva Pereira Junior","CUIABA","AV COXIPO MIRIM SN","FABIO","78058-700"
"156444","F DE CARVALHO CONSTRULIT MATERIAIS","Centro Oeste","MT","Pequeno A - 1","Thiago Silva Costa","CUIABA","R MANOEL PEREIRA CUIABANO 104","CARUMBE","78050-650"
"44271","CASA DOS PISOS COM LTDA","SP II (Interior)","MG","Grande - 1","Gustavo Martins De Oliveira","POCOS DE CALDAS","AV JOSE REMIGIO PREZIA 920","JD ESTADO","37701-102"
"123311","CARNEIRO CASA & CONSTR LTDA","SP II (Interior)","MG","Medio A - 1","Gustavo Martins De Oliveira","POCOS DE CALDAS","AV VEREADOR EDMUNDO CARDILLO 2","CENTRO","37701-000"
"46447","LARSHOP LTDA EPP","SP II (Interior)","MG","Medio A - 2","Gustavo Martins De Oliveira","POCOS DE CALDAS","AV VER EDMUNDO CARDILLO 36","PQ VIVALDE L RIBEIRO","37706-106"
"218880","ANA MARIA DE PAULA ME","SP II (Interior)","MG","Pequeno A - 1","Gustavo Martins De Oliveira","POCOS DE CALDAS","AV MONSENHOR ALDERIGI 320","JD COUNTRY CLUB","37704-284"
"52045","EDSON L DE O BARBOSA ME","SP II (Interior)","MG","Pequeno A - 1","Gustavo Martins De Oliveira","POCOS DE CALDAS","R LASARINA ALVISI TORRACA 650","JD AMARYLLIS","37701-970"
"159828","N S A MAT CONSTRU LTDA","SP II (Interior)","MG","Pequeno A - 1","Gustavo Martins De Oliveira","POCOS DE CALDAS","R CAETANO PETERLE 270","JD COUNTRY CLUB","37704-281"
"30472","CLEYTON BERALDO BORGES - ME","SP II (Interior)","MG","Pequeno A - 1","Gustavo Martins De Oliveira","POCOS DE CALDAS","R SAO JOSE 350","JD COUNTRYCLUB I","37701-353"
"266729","FABIANE RENATA ROSSI MATERIAIS DE","SP II (Interior)","MG","Pequeno A - 1","Gustavo Martins De Oliveira","POCOS DE CALDAS","AV UBIRATAN FERREIRA 19","JARDIM AEROPORTO","37706-311"
"210710","CLEBER JOSE BARBOSA","SP II (Interior)","MG","Pequeno A - 2","Gustavo Martins De Oliveira","POCOS DE CALDAS","AV PRES WENCESLAU BRAZ 1562","PQ PRIMAVERA","37706-000"
"40924","C S O MAT CONSTR LTDA","SP II (Interior)","MG","Pequeno A - 3","Gustavo Martins De Oliveira","POCOS DE CALDAS","AV FRANCISCO SALLES 1321","CENTRO","37701-013"
"212284","MADEREIRA VALE DO PARA LTDA","Nordeste","RN","Home Center Regional","Er Representações Ltda","NATAL","AV RANIERI MAZZILLI 2540","FELIPE CAMARAO","59074-185"
"214536","COML LAGOA NOVA LTDA","Nordeste","RN","Medio B - 1","Er Representações Ltda","NATAL","R ITAJA 18","LAGOA NOVA","59062-270"
"214482","G SALVIANO ME","Nordeste","RN","Medio B - 1","Er Representações Ltda","NATAL","R SAO JOSE 2227, CONJ LAGOA","LAGOA NOVA","59050-100"
"186399","AGAE COM E SERVICO LTDA","Nordeste","RN","Mega","Chaves Com Repres Ltda","NATAL","R PROF SANDOVAL CAVALCANTI 189","LAGOA NOVA","59037-155"
"214471","M DA C SOUZA NEVES ME","Nordeste","RN","Pequeno A - 1","Er Representações Ltda","NATAL","R TEOFILO BRANDAO 222","MAE LUIZA","59014-130"
"212622","COUTINHO MAT CONSTRUCAO LTDA","Nordeste","RN","Pequeno A - 1","Er Representações Ltda","NATAL","RUA SANTA CRISTINA 934","FELIPE CAMARAO","59072-150"
"223698","MATEUS CARVALHO DE ARAUJO","Nordeste","RN","Pequeno A - 1","Danielle Caroline De Medeiros Lima","NATAL","AV MARANGUAPE 100","NOSSA SENHORA DA APRESENT","59114-000"
"215542","GIRLEIDE BATISTA DUARTE DE ARAUJO","Nordeste","RN","Pequeno A - 1","Er Representações Ltda","NATAL","R ALBATROZ 7977, LJ 01","PITIMBU","59067-450"
"214503","H G FURTADO COSTA ME","Nordeste","RN","Pequeno A - 1","Er Representações Ltda","NATAL","AV PRAIA DE PIRANGI 2286, LATE","PONTA NEGRA","59092-300"
"213865","M J MATERIAL CONSTRUCAO LTDA","Nordeste","RN","Pequeno A - 1","Danielle Caroline De Medeiros Lima","NATAL","RUA JOAO PAULO II 529, ESQ C/","N SRA APRESENTACAO","59114-150"
"259357","K F DANTAS ME","Nordeste","RN","Pequeno A - 1","Er Representações Ltda","NATAL","R AGRESTINA 21","PLANALTO","59073-270"
"213846","R FELIX SOBRINHO VAREJISTA ME","Nordeste","RN","Pequeno A - 1","Danielle Caroline De Medeiros Lima","NATAL","R POETA JUVENAL ANT S N, LOT K","PAJUCARA","59122-522"
"215540","KI FERRAGEM MAT CONSTR LTDA","Nordeste","RN","Pequeno A - 1","Er Representações Ltda","NATAL","R LUIZ GOMES 21","CIDADE DA ESPERANCA","59071-230"
"212714","M A & NETO COMERCIO LTDA ME","Nordeste","RN","Pequeno A - 1","Er Representações Ltda","NATAL","RUA PADRE RAIMUNDO BRASIL 595","NOVA DESCOBERTA","59075-100"
"217865","L M NUNES DE CARVALHO ME","Nordeste","RN","Pequeno A - 1","Danielle Caroline De Medeiros Lima","NATAL","AV PAULISTANA 1966","POTENGI","59108-120"
"221467","PLANTAO LOCACOES E MAT CONSTR LTDA","Nordeste","RN","Pequeno A - 1","Er Representações Ltda","NATAL","AV PRAIA DE MURIU 63","CAPIM MACIO","59092-390"
"212580","ALDEMIR SOARES DE SOUZA","Nordeste","RN","Pequeno A - 1","Er Representações Ltda","NATAL","R JOAO XXIII 822","MAE LUIZA","59014-250"
"252062","CARAJAS MAT CONSTR LTDA","Nordeste","CE","Home Center Regional","Monique Eva De Jesus Trindade","FORTALEZA","AV GODOFREDO MACIEL 4140","MONDUBIM","60711-502"
"223596","LEROY MERLIN CIA BRASILEIRA BRICOLA","Nordeste","CE","Home Center Nacional","Nalygia Ramos Dos Santos","FORTALEZA","AV SEBASTIAO DE ABREU 600","EDSON QUEIROZ","60811-440"
"208045","HOME CENTER BRASIL MAT CONSTR LTDA","Nordeste","CE","Home Center Nacional","Nalygia Ramos Dos Santos","FORTALEZA","AV WASHINGTON SOARES 909","EDSON QUEIROZ","60811-341"
"43967","R CHAGAS & CIA LTDA","Nordeste","CE","Medio A - 1","Jorge Luis Duarte Coelho","FORTALEZA","AV MISTER HULL 3650","ANT BEZERRA","60355-000"
"237501","DISTRIB CONSTRUIR COM MAT CONSTR","Nordeste","CE","Medio A - 1","Nalygia Ramos Dos Santos","FORTALEZA","R SAO JUDAS TADEU (SIQUEIRA) 1","SIQUEIRA","60732-482"
"260484","H & F MAT CONSTR LTDA MR","Nordeste","CE","Medio A - 2","Aline Dutra Da Silva","FORTALEZA","R CEL FRANCISCO PEREIRA 12","MESSEJANA","60840-290"
"115726","R J EMPREEND COMERCIAIS LTDA ME","Nordeste","CE","Medio B - 1","Aline Dutra Da Silva","FORTALEZA","AV IMPERADOR 927","CENTRO","60015-051"
"198030","ARAUJO CABRAL & ALVES LTDA","Nordeste","CE","Mega","Nalygia Ramos Dos Santos","FORTALEZA","R CAPITAO FRANCISCO PEDRO 300","RODOLFO TEOFILO","60430-375"
"51048","CASA FORTE COM MAT CONSTR LTDA","Nordeste","CE","Mega","Nalygia Ramos Dos Santos","FORTALEZA","R JOAO ALVES ALBUQUERQUE 415","PQ MANIBURA","60821-730"
"170674","ALCIR MONTEIRO FARIAS ME","Nordeste","CE","Pequeno A - 1","Monique Eva De Jesus Trindade","FORTALEZA","R PE VALDEVINO 1873 A","ALDEOTA","60135-041"
"188678","FELLIPE YARGO S BRASILEIRO ME","Nordeste","CE","Pequeno A - 1","Aline Dutra Da Silva","FORTALEZA","AV AUGUSTO DOS ANJOS 1428","BONSUCESSO","60542-164"
"164281","SAMIR SAID VIEIRA ME","Nordeste","CE","Pequeno A - 1","Aline Dutra Da Silva","FORTALEZA","R DOM JOAQUIM 206","CENTRO","60110-100"
"288578","AMINADAB DE SOUZA BEVILAQUA COMERCI","Nordeste","CE","Pequeno A - 1","Aline Dutra Da Silva","FORTALEZA","AV PRES COSTA E SILVA 03260","BARROSO","60863-503"
"84973","DEP 2000 LTDA ME","Nordeste","CE","Pequeno A - 1","Monique Eva De Jesus Trindade","FORTALEZA","AV DAS FLAMBOYANTES 75","CIDADE 2000","60190-570"
"128677","PRAMACON MAT CONSTR LTDA","Nordeste","CE","Pequeno A - 1","Kaio Marcio De Medeiros Coelho","FORTALEZA","R PE MAXIMO FEITOSA 780","PADRE ANDRADE","60355-770"
"84735","J S HOLANDA ME","Nordeste","CE","Pequeno A - 1","Aline Dutra Da Silva","FORTALEZA","AV MANOEL MANIGNIER 6015","ABREULANDIA","60832-401"
"163082","FERMAHIL COM MAT ELETR HIDR LTDA ME","Nordeste","CE","Pequeno A - 1","Aline Dutra Da Silva","FORTALEZA","R PINTO MADEIRA 1367, 1375","CENTRO","60150-000"
"269698","AIRTON EBERTON LIMA FIDELES ME","Nordeste","CE","Pequeno A - 1","Monique Eva De Jesus Trindade","FORTALEZA","AV DIOGUINHO 5876, CASA A","PRAIA DO FUTURO II","60183-724"
"187580","SUPRAMAT COM MAT CONSTR LTDA EPP","Nordeste","CE","Pequeno A - 1","Aline Dutra Da Silva","FORTALEZA","AV AGUANAMBI 899","FATIMA","60055-401"
"47397","DEP PLANALTO MAT CONSTR LTDA ME","Nordeste","CE","Pequeno A - 1","Aline Dutra Da Silva","FORTALEZA","R SOLON ONOFRE 248","PLANALTO ALDEOTA","60175-000"
"79532","R M C COM REPRESENTACOES LTDA","Nordeste","CE","Pequeno A - 1","Monique Eva De Jesus Trindade","FORTALEZA","AV SANTOS DUMONT 5425, 5445 B","PAPICU","60150-162"
"172207","AWS COM DE MAT DE CONST LTDA ME","Nordeste","CE","Pequeno A - 1","Aline Dutra Da Silva","FORTALEZA","AV AUGUSTO DOS ANJOS 1792","BONSUCESSO","60541-704"
"136803","IGOR SAMPAIO AGUIAR EPP","Nordeste","CE","Pequeno A - 1","Monique Eva De Jesus Trindade","FORTALEZA","AV SANTOS DUMONT 5475, LJ 1 E","ALDEOTA","60150-163"
"126067","M R MENEZES ARAUJO ME","Nordeste","CE","Pequeno A - 1","Aline Dutra Da Silva","FORTALEZA","AV AUGUSTO DOS ANJOS 1947","VL PERI","60730-125"
"131525","FRANCISCO VALDENIO DE MENEZES LOPES","Nordeste","CE","Pequeno A - 1","Kaio Marcio De Medeiros Coelho","FORTALEZA","AV SEN FERNANDES TAVORA 1299","HENRIQUE JORGE","60510-290"
"254238","GLADENILSON ARAUJO DE ALMEIDA","Nordeste","CE","Pequeno A - 1","Aline Dutra Da Silva","FORTALEZA","AV AUGUSTO DOS ANJOS 1490, CAS","BONSUCESSO","60542-164"
"179711","R & A COM MAT CONSTR LTDA ME","Nordeste","CE","Pequeno A - 1","Aline Dutra Da Silva","FORTALEZA","AV JUSCELINO KUBITSCHECK 5075","PASSARE","60861-635"
"21727","ANTONIO CLAUDIO MENDONCA XIMENES","Nordeste","CE","Pequeno A - 1","Monique Eva De Jesus Trindade","FORTALEZA","AV ENG SANTANA JUNIOR 2591","PAPICU","60175-650"
"297557","ARRUDA COMERCIO DE MATERIAS DE CONS","Nordeste","CE","Pequeno A - 1","Kaio Marcio De Medeiros Coelho","FORTALEZA","R ANTONIO GUALBERTO DE SALES 0","ANTONIO BEZERRA","60356-570"
"263656","LUZIMAR ALMEIDA ARAGAO ME","Nordeste","CE","Pequeno A - 1","Kaio Marcio De Medeiros Coelho","FORTALEZA","AV MOZART PINHEIRO DE 02429, T","ANTONIO BEZERRA","60353-020"
"209494","LUCIA DE FATIMA SALDANHA LIMA ME","Nordeste","CE","Pequeno A - 1","Kaio Marcio De Medeiros Coelho","FORTALEZA","AV PRES CASTELO BRANCO 5818, L","BARRA DO CEARA","60312-060"
"182952","R M MAT CONSTR LTDA","Nordeste","CE","Pequeno A - 1","Monique Eva De Jesus Trindade","FORTALEZA","AV ZEZE DIOGO 659","CAIS DO PORTO","60180-000"
"251391","ISAIAS COMER VAREJ DE MAT DE CONST","Nordeste","CE","Pequeno A - 2","Jorge Luis Duarte Coelho","FORTALEZA","EST BARAO DE AQUIRAZ 2559","COACU","60871-684"
"288820","ANA CRISTINA DE LIMA PINTO - ME","Nordeste","CE","Pequeno A - 2","Kaio Marcio De Medeiros Coelho","FORTALEZA","R NS DAS GRACAS 01313","JACARECANGA","60310-770"
"261194","F L CANDIDO DE BRITO","Nordeste","CE","Pequeno A - 2","Kaio Marcio De Medeiros Coelho","FORTALEZA","R VINTE E QUATRO DE OUTUBRO 33","GENIBAU","60534-130"
"157088","MATEUS GUERRA DE FARIAS ME","Nordeste","CE","Pequeno A - 2","Aline Dutra Da Silva","FORTALEZA","AV PONTES VIEIRA 710, 714","TAUAPE","60130-240"
"240429","F A F DA SILVA MAT CONSTR ME","Nordeste","CE","Pequeno A - 2","Aline Dutra Da Silva","FORTALEZA","AV DR SILAS MUNGUBA 01200","ITAPERI","60714-242"
"16674","FIGUEIRAS MAT CONSTR LTDA","Centro Oeste","MT","Medio A - 1","Ladario Representacoes Comerciais L","SINOP","AV DAS FIGUEIRAS 1142","CENTRO","78550-000"
"246834","PARANA MAT DE CONST LTDA","Centro Oeste","MT","Mega","Ladario Representacoes Comerciais L","SINOP","R VALENTIN DALASTRA 924, COMER","DISTRITO INDUSTRIAL","78557-518"
"260638","JL REBOUCAS COMERCIO DE MATERIAL","Centro Oeste","MT","Grande - 1","I.G. Comercio E Representacoes Ltda","SINOP","R COLONIZADOR ENIO PIPINO 3599","SETOR INDUSTRIAL","78557-059"
"199038","TODIMO MAT CONSTR SA","Centro Oeste","MT","Home Center Regional","Auxiliadora Repres Ltda Me","SINOP","R JOAO PEDRO MOREIRA DE CARVAL","SETOR INDUSTRIAL","78557-135"
"254475","PRIMUS MAT P CONST EIRELI ME","Centro Oeste","MT","Pequeno A - 1","Ladario Representacoes Comerciais L","SINOP","AV ANDRE ANTONIO MAGG 7550, QD","JARDIM DOS CRAVOS","78552-730"
"80603","GHIRALDI COM MAT CONSTR LTDA","Centro Oeste","MT","Pequeno A - 1","Ladario Representacoes Comerciais L","SINOP","rua das samambaias 1700","SETOR INDUSTRIAL SUL","78557-480"
"291377","BURITIS MATERIAIS PARA CONSTRUCAO E","Centro Oeste","MT","Pequeno A - 1","Ladario Representacoes Comerciais L","SINOP","AV S FRANCISCO 781","RESIDENCIAL BURITIS","78559-380"
"193988","SAO CRISTOVAO COM MAT EIRELI EPP","Centro Oeste","MT","Pequeno A - 1","Ladario Representacoes Comerciais L","SINOP","ESTR JACINTA 482","RESID IPIRANGA","78557-807"
"242518","J L PONTES COMERCIO","Centro Oeste","MT","Pequeno A - 2","Ladario Representacoes Comerciais L","SINOP","AV BLAIRO MAGGI LOTE 4, QD 09","JARDIM DAS ROSAS","78554-400"
"186763","CIMATEL MAT CONSTR E ELETR LTDA ME","Centro Oeste","MT","Pequeno A - 2","Ladario Representacoes Comerciais L","SINOP","AV ANDRE ANTONIO MAGGI 4661","RES VITORIA REGIA","78555-108"
"44572","C & C CASA E CONSTR LTDA","Home Center","SP","Home Center Nacional","Luiz Alberto Balerio","CAMPINAS","ROD D PEDRO I SN, KM 138","JD STA GENEBRA","13080-395"
"247383","SAINT GOBAIN DISTR BRASIL LTDA","Home Center","SP","Home Center Nacional","Celso Ricardo Amorim De Sousa","CAMPINAS","RUA PADRE BERNARDO DA S 1301,","SAO BERNARDO","13030-710"
"151617","C & C CASA E CONSTR LTDA","Home Center","SP","Home Center Nacional","Luiz Alberto Balerio","CAMPINAS","R OSWALDO OSCAR BARTHELSON 31","JD PAULICEIA","13060-080"
"161692","PASSARELLA & ZURDO COM PISOS REVEST","SP II (Interior)","SP","Medio A - 1","Marcus Vinicius Silvestri","CAMPINAS","AV DAS AMOREIRAS 3520","JD DO LAGO","13050-055"
"64167","MOSCARDINI M2 MAT CONSTR LTDA ME","SP II (Interior)","SP","Medio A - 1","Marcus Vinicius Silvestri","CAMPINAS","AV ANDRADE NEVES 2526","JD CHAPADAO","13070-001"
"21856","COML MAT CONSTR CASA NOVA LTDA","SP II (Interior)","SP","Medio A - 2","Marcus Vinicius Silvestri","CAMPINAS","AV PRES JUSCELINO 1273","JD CAMPOSELISEOS","13058-340"
"13419","DEP MAD SAO LUIZ LTDA","SP II (Interior)","SP","Medio A - 2","Marcus Vinicius Silvestri","CAMPINAS","AV ARMANDO SALES DE OLIVEIRA 3","TAQUARAL","13090-150"
"24355","C & C CASA E CONSTR LTDA","Home Center","SP","Home Center Nacional","Luiz Alberto Balerio","CAMPINAS","AV SAUDADE 1214","PONTE PRETA","13041-670"
"74975","CONSTRUDECOR SA","Home Center","SP","Home Center Nacional","Rogerio Moreira De Godoy","CAMPINAS","ROD DOM PEDRO I SN, KM 127 128","PQ IMPERADOR","13091-903"
"105951","SAINT GOBAIN DISTR BRASIL LTDA","Home Center","SP","Home Center Nacional","Celso Ricardo Amorim De Sousa","CAMPINAS","AV GUILHERME CAMPOS 500, BL II","SANTA GENEBRA","13087-901"
"103760","TRAFANE COM MAT CONSTR LTDA EPP","SP II (Interior)","SP","Pequeno A - 1","Tharcisio Sa Teles De Araujo","CAMPINAS","R ADELINO MARTINS 272","MANSOES SANTO ANTONIO","13087-510"
"141600","IRMAOS CARCHANO COM MAT CONSTR LTDA","SP II (Interior)","SP","Pequeno A - 1","Tharcisio Sa Teles De Araujo","CAMPINAS","R VINTE E UM 35","NUCLEO RESID VL VITORIA","13056-800"
